,Unnamed: 0,age-bracket,req-text,req-text-clean,Age,glex1,glex2,glex3,c,c50,c5025,cmean,c75,c7525
25,1484,a31-42,"Prezado(a) senhor(a), Para fins de pesquisa acadêmica, solicitamos cópia dos seguintes do documentos localizados na biblioteca do Ministério da Agricultura: Plano diretor de informatica, Ministerio da Agricultura, nivel estrategico, 1978/79. O Brasil nos sistemas Agris e Agrinter / EMBRATER. - 1976. Tais documentos são relevantes para se discutir o processo de informatização do órgão estatal em questão. Atenciosamente Marcelo Vianna Doutorando em História PUCRS/CNPq",prezadoa senhora fins pesquisa acadêmica solicitamos cópia seguintes documentos localizados biblioteca ministério agricultura plano diretor informatica ministerio agricultura nivel estrategico 197879 brasil sistemas agris agrinter embrater 1976 tais documentos relevantes discutir processo informatização órgão estatal questão atenciosamente marcelo vianna doutorando história pucrscnpq,1,-0.02748552761139536,-0.40834918310343893,-0.6592172732408045,2,2,-1,-1,-1,-1
26,258,a17-30,"Estou realizando uma pesquisa acadêmica pela Universidade Federal do Rio Grande do Sul quanto à Politica Nacional de Controle do Tabaco, que prevê no texto da Convenção-Quadro para Controle do Tabaco da OMS a cooperação internacional. Não consegui encontrar junto ao Sítio da ABC politicas de cooperação técnica nesse sentido, nem quanto ao controle do tabagismo, nem quanto à diversificação das lavouras de tabaco para redução da oferta. Gostaria se existirem, de informações nesse sentido para auxiliarem na pesquisa. Atenciosamente, Rodrigo Luís Melz",realizando pesquisa acadêmica universidade federal rio grande sul quanto politica nacional controle tabaco prevê texto convençãoquadro controle tabaco oms cooperação internacional consegui encontrar junto sítio abc politicas cooperação técnica nesse sentido quanto controle tabagismo quanto diversificação lavouras tabaco redução oferta gostaria existirem informações nesse sentido auxiliarem pesquisa atenciosamente rodrigo luís melz,0,1.9236461790875234,2.0338121165285057,0.925411442767114,0,0,0,0,-1,0
29,4143,a31-42,"Solicito, por gentileza, o Quadro de Referência dos Servidores Técnico-Administrativos em Educação(QRSTA), ou seja a relação discriminada dos cargos téc. administrativos vagos com atualização em 10/10. Obrigado.",solicito gentileza quadro referência servidores técnicoadministrativos educaçãoqrsta relação discriminada cargos téc administrativos vagos atualização 1010 obrigado,1,-0.2248552386296331,0.49249421984316955,1.172622954522784,1,1,-1,-1,-1,-1
31,22249,a31-42,"1. PEDIDOS DE ACESSO À INFORMAÇÃO 1.1. PEDIDO DE ACESSO N. 1. Esse órgão/entidade possui vigente(s) contrato(s) administrativo(s) firmado(s) para prestação, na cidade onde esteja localizada a sede (desse órgão/entidade), dos serviços,: a) de suporte técnico a usuários de soluções de tecnologia da informação e/ou b) de suporte técnico a soluções de tecnologia da informação, e/ou c) de manutenção em ativos de hardware, de manutenção em hardware de soluções de tecnologia da informação? 1.2. PEDIDO DE ACESSO N. 2. Qual é (Quais são) o(s) número(s) do(s) contrato(s) referente(s) a eventual (is) resposta(s) afirmativa(s) produzida para qualquer das questões (alíneas ""a"" e/ou ""b"" e/ou ""c"") integrantes do pedido de acesso 1.1, supra? (Favor indicar também os respectivos números dos editais de licitação, quando existentes). 1.3. PEDIDO DE ACESSO N. 3. Qual é (Quais são) o(s) custo(s) anual (anuais) atual(is) do(s) contrato(s) referente(s) a eventual (is) resposta(s) afirmativa(s) produzida para qualquer (quaisquer) das questões (alíneas ""a"" e/ou ""b"" e/ou ""c"") integrantes do pedido de acesso 1.1, supra? 1.4. PEDIDO DE ACESSO N. 4. Qual é o número de colaboradores ativos (servidores efetivos, empregados próprios e/ou de empresas fornecedoras de mão de obra, prestadores de serviços por tempo determinado etc.) à disposição desse órgão/entidade, na cidade onde localizada a sede (desse órgão/entidade), para prestação de serviços afetos à área de tecnologia da informação (em geral) aos públicos interno e/ou externo? (ATENÇÃO: o documento anexo – arquivo pdf - contém a continuação deste conjunto de pedidos de acesso à informação que é formado por nove pedidos de acesso à informação e não apenas pelos quatro acima).",1 pedidos acesso informação 11 pedido acesso n 1 órgãoentidade possui vigentes contratos administrativos firmados prestação cidade onde localizada sede desse órgãoentidade serviços suporte técnico usuários soluções tecnologia informação eou b suporte técnico soluções tecnologia informação eou c manutenção ativos hardware manutenção hardware soluções tecnologia informação 12 pedido acesso n 2 quais números contratos referentes eventual is respostas afirmativas produzida qualquer questões alíneas eou b eou c integrantes pedido acesso 11 supra favor indicar respectivos números editais licitação existentes 13 pedido acesso n 3 quais custos anual anuais atualis contratos referentes eventual is respostas afirmativas produzida qualquer quaisquer questões alíneas eou b eou c integrantes pedido acesso 11 supra 14 pedido acesso n 4 número colaboradores ativos servidores efetivos empregados próprios eou empresas fornecedoras mão obra prestadores serviços tempo determinado etc disposição desse órgãoentidade cidade onde localizada sede desse órgãoentidade prestação serviços afetos área tecnologia informação geral públicos interno eou externo atenção documento anexo – arquivo pdf contém continuação deste conjunto pedidos acesso informação formado nove pedidos acesso informação apenas quatro acima,1,-2.54390394817002,1.258204894893693,7.476046318737252,1,1,1,1,1,-1
32,46124,a43-xx,"IMPORTANTE PESSOA!!! Ola excelentíssimo Dr. Ouvidor do Governo Federal comunico lhe que não foi possível entrarmos na MINA MORRO DO OURO de Dirceu Arcoverde - Piauí porque recentemente foi colocado um PORTÃO LARGO de madeira (CANCELA) e amarrado com correntes e no CADEADO para ninguém entrar... mais o Dr. Valmir Batista - Geólogo tirou os PONTOS (SIRGAS2000) bem defronte a entrada da PORTEIRA MINA MORRO DO OURO e falou me que só ia mandar para vossa excelência Dr. Ouvidor daqui uns quinze dias e eu Odila repliquei por várias vezes... que por favor nesta segunda feira, dia 04 / 12 / 2017 fizesse a gentileza de enviar.. porque eu D. Odila ia AVISAR o excelentíssimo Dr. Ouvidor Paulo Ribeiro de Santana e que tinha o maior prazer em participar lhe de imediatamente a realidade local. Obrigada!",importante pessoa ola excelentíssimo dr ouvidor governo federal comunico possível entrarmos mina morro ouro dirceu arcoverde piauí porque recentemente colocado portão largo madeira cancela amarrado correntes cadeado ninguém entrar dr valmir batista geólogo tirou pontos sirgas2000 bem defronte entrada porteira mina morro ouro falou ia mandar vossa excelência dr ouvidor daqui uns quinze dias odila repliquei várias vezes favor nesta segunda feira dia 04 12 2017 fizesse gentileza enviar porque d odila ia avisar excelentíssimo dr ouvidor paulo ribeiro santana maior prazer participar imediatamente realidade local obrigada,2,-1.332750061092052,-7.534492242346697,-6.367919516011312,2,2,2,2,2,2
33,7947,a17-30,"Venho através deste solicitar as seguintes informações: 1 . Se todos os 60 novos códigos de vagas SIAPE 701006 de 2015, destinados para as Instituições de Educação Superior Federal, foram totalmente distribuídas pelo MEC. 2. Se TODOS já foram distribuídos, quantos códigos foram disponibilizadas para o Instituto Federal de Ciência e Tecnologia do Maranhão - IFMA 3. Em caso negativo, quantos códigos desses 60 Serão disponibilizados ao Instituto Federal de Ciência e Tecnologia do Maranhão - IFMA. 4. Quantos novos códigos SIAPE 701006 serão disponibilizados para as IFES em 2016. E quantos destes serão disponibilizados ao Instituto Federal de Ciência e Tecnologia do Maranhão - IFMA",venho através deste solicitar seguintes informações 1 todos 60 novos códigos vagas siape 701006 2015 destinados instituições educação superior federal totalmente distribuídas mec 2 todos distribuídos quantos códigos disponibilizadas instituto federal ciência tecnologia maranhão ifma 3 caso negativo quantos códigos desses 60 disponibilizados instituto federal ciência tecnologia maranhão ifma 4 quantos novos códigos siape 701006 disponibilizados ifes 2016 quantos destes disponibilizados instituto federal ciência tecnologia maranhão ifma,0,-0.23505187812667513,3.7513465559834076,4.400145633780026,1,1,-1,1,1,-1
35,14322,a31-42,"Solicito informação dos e-mails das empresas que fizeram down load dos editais de pregões eletrônicos, registro de preços, concorrências e tomada de preços deste órgão, no ano de 2015. Tal documento chama-se termo de retirada de editais, que pode ser acessado, no sistema Compras Governamentais, por meio do seguinte passo: SIASGWEB, depois SIDEC, depois AVISO, depois CONSULTA TERMO DE RETIRADA DE EDITAL. Destaco que tais informações não têm caráter pessoal, haja vista ficarem, em geral, anexadas no processo físico e não estarem classificadas como restritas, sendo de livre acesso a qualquer pessoa, nos termos do princípio constitucional da publicidade. Solicito que, se possível, as informações venham em word ou Excel.",solicito informação emails empresas fizeram down load editais pregões eletrônicos registro preços concorrências tomada preços deste órgão ano 2015 tal documento chamase termo retirada editais pode acessado sistema compras governamentais meio seguinte passo siasgweb sidec aviso consulta termo retirada edital destaco tais informações têm caráter pessoal vista ficarem geral anexadas processo físico estarem classificadas restritas sendo livre acesso qualquer pessoa termos princípio constitucional publicidade solicito possível informações venham word excel,1,-1.4660373276863528,1.5169621086851932,2.01761710251524,1,1,1,1,-1,1
36,16751,a31-42,"1.1. Caso existente, requeiro cópia(s) eletrônica(s) de contrato(s) VIGENTE(s) nos anos de 2015 e 2016 (bem como das respectivas planilhas de formação de preços) que tenha(m) por objeto o fornecimento de serviços de secretariado, prestados por profissionais abrangidos pela representação do Sindicato das Secretárias e Secretários do Distrito Federal (CNPJ 00.580.613/0001-45) bem como cópia(s) do(s) termo(s) aditivo(s) que tenha definido: a) prorrogação da vigência, para os anos de 2015 e 2016, e/ou b) atualização do(s) preço(s) do(s) contrato(s). 1.2. Caso exista(m) o(s) contrato(s) referido(s) no(s) item anterior e para a hipótese na qual eventualmente esse órgão/entidade adote política de não fornecimento de cópias eletrônicas dos contratos administrativos firmados - seja por remessa ao requerente por e-mail, seja pela efetiva disponibilização de tais contratos em página da rede mundial de computadores - requeiro sejam informados os salários previstos nas planilhas de formação de preços para profissionais que ocupem os postos de trabalho de Secretário-Executivo Bilíngue (CBO 2523-10 OU 3-21.15), Secretário-Executivo (CBO 2523-05 OU 3-21.10) e Técnico em Secretariado (CBO 3515-05 ou 3-21.05) e/ou dos postos de trabalho equivalentes aos aqui referidos. 1.3. Caso cópia do contrato referido no item 1.1, bem como da respectiva planilha de formação de preços estejam disponíveis na rede mundial de computadores, requeiro, POR FAVOR(!), seja fornecido o link que aponte exatamente para o documento referido. O pedido para fornecimento de link direto funda-se em experiências anteriores, nas quais órgãos/entidades da Administração Pública respondem a pedidos de acesso indicando links ""quebrados"" e/ou que apontam para milhares de documentos, diversos daqueles que são objeto do pedido de acesso à informação pública.",11 caso existente requeiro cópias eletrônicas contratos vigentes anos 2015 2016 bem respectivas planilhas formação preços objeto fornecimento serviços secretariado prestados profissionais abrangidos representação sindicato secretárias secretários distrito federal cnpj 00580613000145 bem cópias termos aditivos definido prorrogação vigência anos 2015 2016 eou b atualização preços contratos 12 caso existam contratos referidos item anterior hipótese eventualmente órgãoentidade adote política fornecimento cópias eletrônicas contratos administrativos firmados remessa requerente email efetiva disponibilização tais contratos página rede mundial computadores requeiro informados salários previstos planilhas formação preços profissionais ocupem postos trabalho secretárioexecutivo bilíngue cbo 252310 32115 secretárioexecutivo cbo 252305 32110 técnico secretariado cbo 351505 32105 eou postos trabalho equivalentes aqui referidos 13 caso cópia contrato referido item 11 bem respectiva planilha formação preços disponíveis rede mundial computadores requeiro favor fornecido link aponte exatamente documento referido pedido fornecimento link direto fundase experiências anteriores quais órgãosentidades administração pública respondem pedidos acesso indicando links quebrados eou apontam milhares documentos diversos daqueles objeto pedido acesso informação pública,1,-1.7399949694645651,0.5558367704858577,4.529880027903766,1,1,-1,-1,-1,-1
37,6605,a17-30,"Gostaria de ter acesso a lista dos ocupantes do cargo de ""Assistente de Tecnologia da Informação"" do IFPB, que conste cargos efetivos, contratações temporárias, servidores cedidos para esta cargo e cargos em comissão. Fui aprovado para este cargo e gostaria de me inteirar sob a situação dos ocupantes do mesmo. Grato pela atenção.",gostaria ter acesso lista ocupantes cargo assistente tecnologia informação ifpb conste cargos efetivos contratações temporárias servidores cedidos cargo cargos comissão aprovado cargo gostaria inteirar sob situação ocupantes grato atenção,0,1.998600966080122,2.683197455500644,1.2277986625435489,0,0,0,0,0,0
38,21954,a43-xx,"Para regularização do CNPJ da Casa Civil do Governo do Estado de Mato Grosso no sistema SICONV referente ao Convênio n° 726419 - número original 11825/2009 que encontra-se Aguardando Prestação de Contas, e vigência encerrada em 31/12/2012, solicitamos informarmos: 1- Porque encontra-se aguardando Prestação de Contas se o valor não foi repassado para o Convenente, conforme Relatório do Portal transparência em anexo?",regularização cnpj casa civil governo estado mato grosso sistema siconv referente convênio n° 726419 número original 118252009 encontrase aguardando prestação contas vigência encerrada 31122012 solicitamos informarmos 1 porque encontrase aguardando prestação contas valor repassado convenente conforme relatório portal transparência anexo,2,-0.45241155112532827,-1.5732226394012354,-1.5858285977256839,2,2,-1,2,2,-1
40,28357,a31-42,"Prezados senhores, Considerando que o IFNMG possui 13 FG's livres, conforme arquivo anexo, solicitamos o detalhamento destas funções (FG-1, FG-2, FUC, etc) e suas respectivas unidades de destino (campi/reitoria), caso existam.",prezados senhores considerando ifnmg possui 13 fgs livres conforme arquivo anexo solicitamos detalhamento destas funções fg1 fg2 fuc etc respectivas unidades destino campireitoria caso existam,1,-1.5466003919732345,-2.541492685085892,-1.445744635202428,2,2,-1,2,2,2
45,40855,a17-30,"O meu irmão está se formando em fuzileiro naval, mas não tenho dinheiro para ir até Brasília, que é onde será realizada sua formatura.",irmão formando fuzileiro naval dinheiro ir brasília onde realizada formatura,0,-0.13179687806122756,-0.2830660590741737,-0.6909871434941376,2,2,-1,-1,2,-1
46,10646,a31-42,"Considerada a participacao do Petros como cotista em Fundos Mutuos de Investimento de Empresas Emergentes (FMIEE), solicito, para o ano 2015 (ou o ano mais atualizado disponivel): - Cotas (%) do Petros em cada um dos fundos FMIEE - Patrimonio liquido total (milhoes de reais) de cada um dos fundos FMIEE nos quais o Petros é cotista",considerada participacao petros cotista fundos mutuos investimento empresas emergentes fmiee solicito ano 2015 ano atualizado disponivel cotas petros cada fundos fmiee patrimonio liquido total milhoes reais cada fundos fmiee quais petros cotista,1,1.147228649982353,0.9650194848163082,0.14551580686309196,0,0,-1,-1,-1,-1
47,40026,a17-30,"Boa tarde. Meu nome é Daiana e moro em Patrocínio/MG. Eu li hoje no DOU de 29/08/2017 que foi publicada uma redistribuição do servidor 'Tiago Pereira Costa' (Tecnólogo-Formação) do Instituto Federal do Triângulo Mineiro para a Universidade Federal de Lavras. Em contrapartida a Universidade ofereceu um código de vaga (0306320): ""Contabilidade"" para o IFTM. Gostaria de saber se esse código de vaga trata-se de um código de vaga para ""Contador"" ou para ""Técnico em Contabilidade"". Agradeço antecipadamente a atenção. Atenciosamente, Daiana Cavalcante",boa tarde nome daiana moro patrocíniomg li hoje dou 29082017 publicada redistribuição servidor tiago pereira costa tecnólogoformação instituto federal triângulo mineiro universidade federal lavras contrapartida universidade ofereceu código vaga 0306320 contabilidade iftm gostaria saber código vaga tratase código vaga contador técnico contabilidade agradeço antecipadamente atenção atenciosamente daiana cavalcante,0,-0.8787825811726654,1.4467265663860167,1.6939512307585511,1,1,-1,-1,-1,-1
48,42816,a43-xx,Bom dia. Gostaria de saber qual a quantidade atual de Cargos de Direção (CDs) na UFV e desses quantos são ocupados por mulheres.,bom dia gostaria saber quantidade atual cargos direção cds ufv desses quantos ocupados mulheres,2,1.289706349937355,1.7097106200888699,1.1318522737194123,0,0,0,0,-1,-1
49,19124,a17-30,"Olá Boa noite! Gostaria de saber se há algum código de vaga disponível para o cargo de ""Técnico Administrativo em Educação - Bibliotecário/Documentalista"" em qualquer um dos campos do IFMA. Atenciosamente Isamara Fernanda",olá boa noite gostaria saber algum código vaga disponível cargo técnico administrativo educação bibliotecáriodocumentalista qualquer campos ifma atenciosamente isamara fernanda,0,0.9868531363689097,2.3015483468900024,1.6140324086702988,0,0,0,0,-1,-1
51,40204,a31-42,"Prezados, Solicito relação nominal dos servidores contemplados e período das licenças capacitação (mestrado e doutorado), dos cedidos a outros órgãos, bem como daqueles que foram admitidas licenças para tratar de assuntos particulares. Registre-se que tal pedido abarca todos benefícios já deferidos pelo órgão, isto é, de 2003 até a presente data. Desde já agradeço e aguardo a realização do procedimento.",prezados solicito relação nominal servidores contemplados período licenças capacitação mestrado doutorado cedidos outros órgãos bem daqueles admitidas licenças tratar assuntos particulares registrese tal pedido abarca todos benefícios deferidos órgão 2003 presente data desde agradeço aguardo realização procedimento,1,-0.5247293922753801,1.2668752058643107,0.9266266631508736,1,1,-1,1,-1,-1
52,14871,a31-42,"Estou realizando uma pesquisa para a minha dissertação de mestrado em ""Patrimônio Cultural"", na Universidade Federal de Santa Maria, e gostaria de saber se a referida instituição possui um ""Plano de Preservação Digital"" ou alguma política que siga parâmetros estabelecidos pelo Conselho Nacional de Arquivos e a Câmara Técnica de Documentos Eletrônicos em Preservação Digital? Se sim, qual foi a metodologia utilizada e se é possível encaminhar o referido documento para o meu e-mail?",realizando pesquisa dissertação mestrado patrimônio cultural universidade federal santa maria gostaria saber referida instituição possui plano preservação digital alguma política siga parâmetros estabelecidos conselho nacional arquivos câmara técnica documentos eletrônicos preservação digital sim metodologia utilizada possível encaminhar referido documento email,1,-1.1145696697265928,0.8009428124006782,0.9696052903528946,1,1,-1,1,-1,-1
53,43844,a31-42,"1.	A Instituição utiliza sistema de cotas? 1.1.	Em qual ano foi o primeiro ingresso de estudantes na Instituição pelo sistema de cotas? 1.2.	Qual a norma da Universidade que instituiu o sistema de cotas (Portaria, Resolução...) 1.3.	Como se dá a distribuição de vagas da Instituição pelo sistema de cotas? 2.	A Instituição utiliza o Sisu como forma de ingresso? 2.1.	Qual o percentual de vagas da Instituição que são ofertadas pelo Sisu?",1 instituição utiliza sistema cotas 11 ano primeiro ingresso estudantes instituição sistema cotas 12 norma universidade instituiu sistema cotas portaria resolução 13 dá distribuição vagas instituição sistema cotas 2 instituição utiliza sisu forma ingresso 21 percentual vagas instituição ofertadas sisu,1,-1.5570971638351074,1.4351958756398675,2.7311823008533596,1,1,1,1,1,-1
57,30047,a17-30,"Fui aprovado em segundo lugar em um recente concurso para professor pela Universidade Federal do Oeste do Pará – UFOPA, na área/subárea de Ciência da Computação, no entanto, para o referido concurso só existia uma vaga que será assumida pelo primeiro colocado. Gostaria de saber as vagas disponíveis para aproveitamento na área de Ciência da Computação.",aprovado segundo lugar recente concurso professor universidade federal oeste pará – ufopa áreasubárea ciência computação entanto referido concurso existia vaga assumida primeiro colocado gostaria saber vagas disponíveis aproveitamento área ciência computação,0,-0.07671670686963125,2.3912623001886884,1.2373359088085203,1,1,-1,1,1,-1
58,38683,a43-xx,"Gostaria de saber se tem vaga para o cargo de Técnico em Assuntos Educacionais e, caso tenha, quantas.",gostaria saber vaga cargo técnico assuntos educacionais caso quantas,2,0.9387186103249441,1.4937646509687763,0.9230861768333875,0,0,0,-1,-1,-1
60,22583,a43-xx,"Registrei no E-SOCIAL, a nossa empregada doméstica, porém o nome registrado no CPF e diferente do nome que consta na CTPS, por este motivo não encontro sua conta na CEF/ FGTS. Basta corrigir no E-Social? O que devo fazer? Att. Marco Zorrer ( ma.zorrer@ig.com.br)",registrei esocial empregada doméstica porém nome registrado cpf diferente nome consta ctps motivo encontro conta cef fgts basta corrigir esocial devo fazer att marco zorrer mazorrerigcombr,2,-1.4361549898774733,-2.537019532914683,-1.135609941446766,2,2,2,2,2,2
62,47453,a17-30,Gostaria de saber o quantitativo de cargos vagos de TAE nível E dos seguintes cargos: Administrador Assistente Social Contador Pedagogo-área Tecnólogo-formação,gostaria saber quantitativo cargos vagos tae nível seguintes cargos administrador assistente social contador pedagogoárea tecnólogoformação,0,1.981021743968238,1.2975943529965543,0.7311767906992314,0,0,0,0,0,0
63,37471,a31-42,"Informações sobre as aposentadorias e pensões concedidas desde 1999 no referido órgão, âmbito de Brasil, a ser fornecida em csv ou excel, com dados da Portaria, ano, fundamento legal da aposentadoria ou pensão, data de concessão, nome do beneficiário, matrícula ou CPF, Estado de Origem. Paralelo a essas informações planilhadas solicito acesso a todas as Portarias de concessão de aposentadorias e pensões desde 1999. Ressalte-se que os dados são públicos, publicados no Diário Oficial, mas o requerente necessita dos dados de forma compilada e específica para fins de análise dos referidos dados.",informações sobre aposentadorias pensões concedidas desde 1999 referido órgão âmbito brasil fornecida csv excel dados portaria ano fundamento legal aposentadoria pensão data concessão nome beneficiário matrícula cpf estado origem paralelo informações planilhadas solicito acesso todas portarias concessão aposentadorias pensões desde 1999 ressaltese dados públicos publicados diário oficial requerente necessita dados forma compilada específica fins análise referidos dados,1,1.7765033651941222,1.8674453683724774,1.4997993636184939,0,0,0,0,0,0
